brand,vehicle_type,battery_health_pct,range_km,top_speed_kmph,odometer_km,warranty_remaining_years,annual_maintenance_cost,Purchase_Year,Current_Year,Purchase_Price_L,Resale_Value_L,Initial_Mileage,Current_Mileage,value_for_money_score
MG,Bike,67,404,101,94924,2,23596,2024,2025,187037,141656,348,258,0.6
Mahindra,Bike,97,465,94,47886,1,4718,2018,2025,140071,39792,351,349,0.8
Mahindra,Car,80,234,61,74682,7,33328,2020,2025,1607819,774332,259,239,0.3
Hyundai,Bike,67,391,151,110269,2,6232,2017,2025,160813,38443,222,200,0.6
BYD,Bike,84,192,130,139834,6,19847,2024,2025,92159,71153,195,185,0.6
Kia,Car,87,320,165,107519,5,31942,2017,2025,1837041,367408,324,289,0.5
Kia,Bike,87,254,163,103921,0,31473,2023,2025,187484,135367,448,376,0.6
Tata,Car,90,379,135,88313,6,11426,2021,2025,1960819,1124850,186,144,0.7
Tata,Car,95,298,111,72338,7,30195,2018,2025,3360475,880874,251,229,0.4
Ola,Bike,84,436,76,144427,2,30367,2017,2025,128104,34139,411,401,0.5
Hyundai,Car,96,340,145,48141,2,37175,2024,2025,2755811,2019043,382,279,0.6
Mahindra,Car,97,197,68,30210,7,13145,2018,2025,2061952,637147,206,144,0.4
Kia,Bike,71,349,111,53217,1,8313,2024,2025,194091,158303,170,132,0.7
TVS,Bike,96,204,62,31695,2,37972,2021,2025,152256,86767,379,291,0.4
Hyundai,Bike,96,360,81,146670,7,23996,2019,2025,134347,52157,326,244,0.6
Ola,Bike,90,228,113,133623,3,25017,2020,2025,105930,53152,341,264,0.5
Ola,Car,77,426,95,19365,4,37529,2023,2025,1496788,1008385,324,231,0.5
Hyundai,Bike,85,477,98,38486,5,36538,2018,2025,160115,38875,308,294,0.5
Ola,Bike,65,358,77,24847,3,22517,2021,2025,123906,62798,366,325,0.5
Hyundai,Car,68,391,140,149660,6,4904,2017,2025,1349795,393740,361,295,0.5
MG,Car,70,476,86,102448,1,11153,2021,2025,2769912,1608302,325,284,0.5
Hyundai,Car,90,239,177,82074,7,34824,2024,2025,3287093,2606155,233,163,0.6
BYD,Car,61,114,158,146560,5,21546,2024,2025,3228852,2381436,137,96,0.3
Hyundai,Bike,88,487,155,12759,2,24255,2024,2025,121470,97233,150,115,0.9
Ola,Bike,64,283,126,61779,0,19780,2018,2025,115202,39377,226,220,0.4
Kia,Car,82,115,72,131031,2,22737,2023,2025,2753562,1854934,168,155,0.3
BYD,Car,95,320,76,19204,5,24794,2023,2025,2755774,1871484,161,149,0.6
Ola,Car,66,489,120,108539,2,19046,2021,2025,2100415,1278877,237,196,0.6
Tata,Car,72,162,77,128423,7,18595,2020,2025,1042717,547820,403,389,0.3
Tata,Bike,69,340,174,60518,1,15526,2022,2025,121593,77068,300,245,0.7
Kia,Car,95,378,76,25567,6,20343,2021,2025,1344303,673896,351,321,0.6
Kia,Bike,75,432,115,16695,2,14880,2022,2025,92655,61900,320,282,0.7
BYD,Car,74,356,107,125480,6,6885,2022,2025,2389184,1469175,170,152,0.6
MG,Bike,78,284,75,63308,0,16601,2021,2025,139966,79184,287,231,0.5
Kia,Bike,80,175,145,113871,0,34479,2020,2025,115268,62989,163,134,0.4
Tata,Bike,94,126,84,73405,4,23573,2022,2025,142955,91415,182,141,0.5
Hyundai,Bike,74,124,124,101358,4,21138,2021,2025,144084,77034,180,150,0.4
Ola,Car,73,441,86,128877,2,25442,2018,2025,2836469,737725,118,82,0.4
Tata,Bike,88,161,73,112382,0,22676,2023,2025,164919,123166,310,300,0.5
Tata,Car,64,245,151,7236,2,8238,2022,2025,3343501,2077729,260,258,0.5
MG,Bike,77,332,170,77050,3,17487,2017,2025,100953,20190,333,251,0.6
BYD,Bike,60,448,159,140995,7,14515,2017,2025,192853,42371,382,308,0.5
BYD,Car,86,385,175,105601,7,37497,2017,2025,1372605,274520,379,283,0.5
Mahindra,Car,86,183,176,97385,1,20212,2020,2025,2921416,1346987,331,275,0.5
MG,Bike,84,274,166,58371,7,7519,2020,2025,145784,66837,153,127,0.7
Hyundai,Bike,80,480,109,7352,1,28807,2022,2025,148844,89645,205,190,0.7
BYD,Car,73,269,155,23243,0,33151,2023,2025,2650364,1795600,429,367,0.5
Ola,Bike,79,389,88,110629,7,8821,2022,2025,100797,63882,381,319,0.7
Kia,Car,87,103,140,23434,3,33160,2022,2025,871019,533767,180,153,0.4
MG,Car,80,386,87,138115,7,15536,2022,2025,2349908,1422977,107,89,0.6
Kia,Car,82,406,164,126162,0,5429,2023,2025,3027514,2320230,124,88,0.7
Tata,Bike,70,149,80,26058,3,16528,2020,2025,145471,73380,178,152,0.3
Ola,Bike,61,369,83,138800,7,12525,2018,2025,132216,33830,153,146,0.4
Ola,Car,79,107,105,95031,6,24854,2022,2025,2984915,2011902,222,221,0.3
Tata,Car,83,456,119,21825,6,20577,2019,2025,2906531,1088117,102,89,0.6
MG,Car,84,168,158,92161,5,3029,2022,2025,2310117,1621608,148,124,0.6
Tata,Car,96,491,79,79353,6,4584,2018,2025,2240784,597261,153,125,0.7
Kia,Bike,81,238,111,114059,0,36621,2024,2025,113870,88959,330,237,0.5
Mahindra,Car,83,347,81,110280,4,31302,2022,2025,2338134,1483011,423,315,0.5
Ola,Bike,74,128,127,114623,7,17689,2017,2025,194692,38938,249,227,0.3
TVS,Car,71,282,75,76649,2,12634,2023,2025,2390941,1615359,267,260,0.5
TVS,Bike,90,312,80,63302,1,37899,2017,2025,129885,35465,208,153,0.4
Kia,Bike,90,496,103,63382,1,20906,2019,2025,96845,31341,438,430,0.7
Hyundai,Bike,89,419,121,78091,5,13793,2022,2025,127808,73268,188,156,0.8
BYD,Bike,79,404,80,54242,3,12819,2023,2025,159290,120768,360,284,0.7
Tata,Bike,67,118,163,56916,4,29015,2022,2025,112621,74419,245,182,0.4
Tata,Car,89,482,164,60030,3,12799,2020,2025,2214898,1093586,297,276,0.8
Hyundai,Car,94,325,70,139884,4,28647,2017,2025,1029178,205835,342,270,0.4
Hyundai,Bike,80,329,179,112736,3,29060,2022,2025,196571,129716,372,315,0.7
Kia,Car,99,438,119,13376,0,21273,2024,2025,3021696,2325571,287,268,0.8
Kia,Car,87,195,96,62359,5,6736,2018,2025,2881172,839345,393,376,0.4
Hyundai,Car,98,214,103,139224,0,19586,2021,2025,1508424,822274,278,197,0.6
Ola,Car,76,458,81,41442,6,8375,2019,2025,1642062,618911,429,325,0.6
Kia,Car,71,279,143,93756,6,37327,2021,2025,2504460,1492464,199,166,0.4
Mahindra,Car,77,472,125,27592,1,13691,2024,2025,1718024,1455407,394,281,0.7
Kia,Car,87,177,102,83962,5,6874,2019,2025,2343101,983135,190,148,0.4
Tata,Bike,62,426,134,42148,3,29019,2019,2025,179571,71248,264,212,0.5
Kia,Car,74,375,80,111641,6,17529,2018,2025,898686,278583,227,167,0.4
Ola,Car,75,451,92,63783,5,20605,2017,2025,1432978,406879,258,256,0.5
Hyundai,Car,81,465,172,50028,7,28651,2020,2025,2044741,909732,159,119,0.6
Tata,Bike,90,281,76,137970,3,20228,2023,2025,181301,140587,443,321,0.6
Kia,Bike,90,194,95,57896,6,37515,2017,2025,90387,18077,314,231,0.3
Ola,Car,60,185,73,135426,0,12978,2021,2025,1243433,635836,367,318,0.3
Mahindra,Bike,70,488,96,14685,7,4431,2017,2025,169300,33859,342,300,0.6
Kia,Bike,65,194,90,88818,6,13785,2021,2025,171309,96020,179,152,0.4
Ola,Car,82,434,63,27794,7,34190,2022,2025,1740335,986632,418,415,0.5
Mahindra,Bike,68,244,65,135460,3,29952,2022,2025,100684,56620,231,189,0.4
Hyundai,Car,75,347,109,130587,1,9654,2020,2025,1778723,851630,420,333,0.5
Kia,Bike,97,280,144,133661,5,36105,2024,2025,138671,103233,378,321,0.7
Mahindra,Car,78,392,136,18023,1,8027,2020,2025,2807794,1261793,286,283,0.6
Tata,Bike,72,118,97,85853,6,31944,2022,2025,80977,55032,248,175,0.3
Hyundai,Car,91,237,138,44202,3,15275,2019,2025,1236047,506212,389,274,0.6
Tata,Car,95,143,64,143859,6,33213,2017,2025,2848927,576915,330,248,0.2
TVS,Bike,68,325,97,59748,7,22038,2018,2025,88996,32615,441,338,0.4
MG,Car,96,444,83,27008,7,5707,2022,2025,890566,589268,284,205,0.8
Kia,Car,90,136,77,131156,1,11695,2018,2025,1069458,364395,435,308,0.4
Mahindra,Bike,90,413,152,61119,1,14450,2024,2025,129957,104953,117,107,0.9
MG,Car,78,319,91,101050,3,34370,2020,2025,2578227,1417908,343,326,0.4
MG,Car,61,227,130,6437,3,26245,2020,2025,1053304,531586,125,87,0.3
Mahindra,Bike,91,242,153,78565,0,38839,2023,2025,128362,97370,288,213,0.6
Hyundai,Car,93,282,161,98443,0,33934,2021,2025,1183157,578647,332,234,0.6
Kia,Bike,60,496,149,56477,7,32283,2017,2025,83438,16687,193,158,0.5
TVS,Car,80,142,131,94912,6,9852,2022,2025,2558841,1614757,251,211,0.5
Tata,Bike,62,309,148,100196,4,7589,2021,2025,185489,114330,272,270,0.6
Ola,Bike,86,147,89,96902,7,38138,2019,2025,124884,40962,394,364,0.3
Tata,Car,66,411,147,132894,3,36183,2022,2025,2516546,1638990,396,300,0.5
Ola,Bike,92,319,89,147788,4,7582,2017,2025,110061,22012,124,113,0.6
Tata,Car,68,466,64,64327,3,27350,2024,2025,930008,777603,185,140,0.6
Mahindra,Car,89,295,63,9000,6,22785,2023,2025,1841687,1280999,204,152,0.5
TVS,Bike,77,271,110,145185,4,37507,2024,2025,195681,157359,381,362,0.5
Kia,Car,85,336,165,104258,2,25672,2022,2025,935710,593184,314,262,0.7
Ola,Car,79,274,68,70620,3,28590,2020,2025,3445559,1790653,189,157,0.3
Kia,Bike,97,131,114,13609,1,14316,2020,2025,118325,49593,309,239,0.5
Kia,Car,90,323,92,148513,7,22373,2017,2025,1885518,389873,135,116,0.4
Kia,Car,67,153,174,147025,4,38335,2019,2025,1737046,709787,412,331,0.3
BYD,Bike,82,285,152,53659,2,33666,2021,2025,174995,100629,372,325,0.6
Hyundai,Car,84,333,90,131221,7,31487,2019,2025,2849335,1314684,223,174,0.4
Tata,Car,60,416,167,13564,2,7497,2022,2025,3083754,2006917,346,249,0.6
Kia,Bike,77,330,142,55246,6,12016,2018,2025,196138,69813,330,290,0.6
Tata,Car,78,209,168,94438,0,13703,2017,2025,870349,174069,314,285,0.5
Kia,Car,65,466,113,63247,2,5073,2020,2025,2646832,1337968,270,245,0.6
Ola,Bike,76,199,170,9864,6,11340,2018,2025,84719,25643,149,118,0.5
Hyundai,Car,67,299,120,58468,4,9191,2019,2025,2280853,850284,310,221,0.4
Hyundai,Car,68,310,125,21007,2,18209,2019,2025,2129862,805561,278,197,0.4
Mahindra,Bike,96,320,79,106202,7,30186,2020,2025,108567,49605,292,216,0.6
BYD,Bike,86,424,135,48709,7,29045,2018,2025,143163,38925,116,103,0.6
Mahindra,Car,95,249,173,80537,2,23294,2024,2025,2274780,1828121,225,181,0.7
Mahindra,Car,65,262,144,67717,0,17378,2022,2025,2706148,1858148,333,308,0.4
Mahindra,Bike,65,493,120,119369,0,19001,2023,2025,134789,96478,158,133,0.7
Mahindra,Car,63,242,154,75628,3,7099,2019,2025,1157484,541519,128,107,0.5
Mahindra,Car,81,357,95,146660,5,12264,2023,2025,1645330,1120357,330,309,0.6
TVS,Car,99,344,143,99984,1,25569,2024,2025,812234,694946,295,251,0.8
Hyundai,Bike,86,249,167,12549,2,27907,2021,2025,148790,87429,104,80,0.6
Mahindra,Car,96,211,79,126659,1,19382,2021,2025,1179385,680627,281,231,0.5
Kia,Car,61,198,104,21509,6,28905,2021,2025,3461804,1737269,412,299,0.2
Hyundai,Bike,68,202,159,69042,2,22539,2023,2025,135324,91291,205,186,0.5
Hyundai,Bike,70,310,105,86789,5,10463,2018,2025,142718,37137,193,170,0.5
MG,Bike,79,111,176,126649,7,37889,2020,2025,104424,41867,393,343,0.4
TVS,Car,98,480,77,25074,7,29738,2023,2025,3379348,2382003,368,311,0.6
Mahindra,Car,73,325,129,57311,0,15084,2017,2025,2819395,812643,230,185,0.4
Tata,Bike,85,400,156,8597,4,11928,2021,2025,130866,72679,364,274,0.8
Ola,Car,97,247,133,57466,7,32155,2022,2025,2479564,1443844,155,123,0.5
BYD,Car,89,278,77,7577,5,3208,2020,2025,1666259,842206,172,157,0.6
Kia,Car,95,106,174,118891,3,5555,2019,2025,2099531,805287,198,172,0.6
Tata,Car,97,251,123,115668,7,29681,2017,2025,2248630,644510,198,189,0.4
TVS,Bike,94,422,93,16090,7,35135,2019,2025,130826,58455,104,97,0.6
Ola,Bike,65,169,138,106928,2,7421,2024,2025,86979,67811,219,179,0.6
TVS,Car,62,452,62,6610,4,37491,2022,2025,2925889,1662749,107,81,0.3
Kia,Bike,60,152,131,113414,6,12465,2018,2025,186127,65349,116,81,0.3
Hyundai,Car,77,261,174,10296,0,10807,2022,2025,911490,553770,201,180,0.7
Ola,Car,82,192,70,128097,5,8169,2023,2025,2675411,1799039,215,158,0.5
Hyundai,Bike,91,250,105,146631,3,15255,2023,2025,174312,130947,156,154,0.7
Kia,Bike,88,157,155,35286,1,26515,2018,2025,100411,35531,237,215,0.5
Tata,Car,82,295,171,123685,7,31453,2023,2025,1856088,1242372,138,119,0.6
Kia,Car,95,424,101,91166,3,12119,2018,2025,2981341,1131034,182,127,0.6
Tata,Car,65,307,76,52061,1,7944,2020,2025,870529,436283,198,163,0.4
Ola,Car,76,402,106,92937,2,16056,2019,2025,2434990,953208,182,159,0.5
Ola,Bike,77,398,89,145198,5,14904,2023,2025,113587,85148,368,338,0.7
Mahindra,Bike,90,161,102,133503,1,13903,2018,2025,138381,51851,142,120,0.5
TVS,Car,65,294,67,108172,1,10910,2018,2025,1824190,465851,338,249,0.3
Mahindra,Car,93,154,99,148025,6,39106,2018,2025,1200753,386848,401,336,0.3
TVS,Bike,86,462,130,19698,7,11879,2019,2025,170666,76020,316,225,0.7
Mahindra,Car,95,148,79,90985,3,4049,2018,2025,1239181,302746,188,146,0.5
Hyundai,Bike,84,205,135,89829,2,9526,2017,2025,152675,30534,319,297,0.5
Ola,Car,69,177,144,40534,6,19977,2019,2025,1870897,802159,130,93,0.4
Tata,Bike,98,474,87,121296,0,15884,2023,2025,123898,97184,253,219,0.8
TVS,Car,98,383,87,46729,7,31863,2018,2025,3152300,1076145,276,245,0.5
Kia,Car,71,156,118,5227,3,6880,2023,2025,2703856,2094428,115,111,0.4
TVS,Car,70,268,121,15586,2,37937,2023,2025,1997094,1446554,256,240,0.4
Tata,Bike,62,475,139,38575,7,33072,2019,2025,182647,70362,109,97,0.5
Mahindra,Bike,81,475,171,120235,7,33379,2021,2025,192244,119390,424,315,0.7
TVS,Car,63,306,133,17263,5,6408,2017,2025,1038330,207665,152,127,0.4
BYD,Car,67,359,113,70478,4,20480,2022,2025,1412242,897346,236,213,0.5
Hyundai,Car,73,375,145,10516,6,17890,2019,2025,1958517,728528,249,237,0.5
Ola,Car,79,472,66,47852,7,23118,2017,2025,1484060,401105,120,106,0.5
Tata,Bike,83,444,127,54875,6,38288,2020,2025,142893,65741,275,194,0.6
Ola,Bike,73,262,83,86557,6,5036,2018,2025,167082,53158,448,406,0.4
BYD,Bike,87,343,157,64665,7,5544,2022,2025,185288,107767,226,164,0.8
TVS,Car,75,349,100,31826,0,28022,2020,2025,1875440,970625,242,205,0.4
TVS,Car,91,408,170,51914,5,11768,2022,2025,2120748,1504735,424,302,0.8
Kia,Bike,71,138,113,76987,1,5278,2020,2025,114045,59647,224,211,0.4
BYD,Car,75,408,73,31318,4,26053,2020,2025,3072678,1586059,430,333,0.4
Tata,Bike,78,220,103,148984,1,25108,2019,2025,96554,39017,295,216,0.4
Kia,Bike,64,185,108,70674,2,15082,2022,2025,166042,108509,159,148,0.4
Hyundai,Bike,71,198,122,127164,0,9958,2024,2025,186313,154414,176,133,0.6
Kia,Bike,88,473,140,97491,5,9926,2023,2025,129260,96490,315,269,0.9
MG,Car,64,345,104,67631,0,13896,2022,2025,2360266,1603158,434,355,0.5
Tata,Bike,76,447,131,114090,3,16786,2022,2025,194043,135539,152,116,0.7
MG,Car,67,493,165,63410,7,27379,2023,2025,915434,616769,198,152,0.7
BYD,Bike,99,307,136,81664,7,32278,2023,2025,121538,95379,391,308,0.7
Mahindra,Bike,99,212,66,112176,2,3612,2017,2025,142655,30822,206,172,0.5
MG,Bike,89,182,62,81607,1,27300,2024,2025,106575,78941,394,301,0.5
Hyundai,Bike,69,164,147,9366,1,22264,2018,2025,129211,43119,159,118,0.4
Kia,Car,79,100,106,22449,6,26159,2019,2025,1465649,555940,143,115,0.3
Mahindra,Car,75,273,147,132674,5,14044,2018,2025,932579,276129,329,319,0.5
Kia,Car,75,349,120,31196,1,7997,2024,2025,2900728,2471155,238,202,0.6
MG,Car,62,325,130,94603,1,32439,2022,2025,1567481,1060725,249,185,0.4
Kia,Bike,82,485,89,51406,6,13871,2017,2025,125935,35095,169,122,0.6
BYD,Car,81,383,64,26416,0,8227,2020,2025,1343550,716495,139,125,0.6
Mahindra,Car,87,183,163,106630,0,36802,2024,2025,2984979,2300058,323,257,0.5
BYD,Bike,95,338,144,134217,1,37506,2021,2025,110635,62049,117,106,0.6
MG,Car,63,127,172,144121,3,39298,2024,2025,3244846,2641256,364,361,0.3
BYD,Car,97,479,131,70012,4,37889,2018,2025,2305701,600057,372,316,0.6
Hyundai,Car,83,386,66,28654,7,25917,2019,2025,2095645,686996,120,93,0.4
MG,Car,78,490,98,89822,2,37806,2020,2025,2756976,1313588,205,186,0.5
MG,Bike,70,427,61,37818,1,39396,2022,2025,111927,65303,130,120,0.5
MG,Bike,99,403,102,94325,2,4034,2018,2025,101407,25639,187,180,0.7
Tata,Car,99,381,71,29615,1,6211,2019,2025,1449324,613674,432,397,0.6
Kia,Bike,98,282,87,27406,5,31877,2018,2025,146145,56517,432,309,0.5
Tata,Car,77,444,167,128648,5,11585,2024,2025,2911772,2216386,158,144,0.7
Tata,Car,71,234,78,57120,3,3339,2024,2025,2484291,2050053,196,151,0.5
Hyundai,Car,73,460,87,11366,4,23621,2024,2025,1791826,1552604,181,136,0.6
Mahindra,Bike,77,156,158,46477,1,17169,2023,2025,126697,92481,379,283,0.6
Kia,Bike,71,214,135,78691,6,23274,2023,2025,180673,129669,384,269,0.5
BYD,Bike,99,285,151,83430,1,30416,2023,2025,96112,70245,445,331,0.7
TVS,Bike,86,475,149,61725,7,3765,2023,2025,152355,114053,104,96,0.9
MG,Bike,65,100,161,101401,4,33031,2021,2025,164849,82644,226,218,0.3
BYD,Bike,83,437,129,146193,1,25203,2019,2025,179124,70516,319,253,0.6
MG,Car,92,128,78,91244,0,9903,2019,2025,2826571,993511,350,289,0.4
Hyundai,Bike,75,331,123,67182,3,21537,2022,2025,133672,88147,336,239,0.6
MG,Car,71,249,150,108984,0,21165,2019,2025,2164420,918772,389,340,0.4
Tata,Car,90,289,176,112770,5,35672,2017,2025,2419318,483863,182,128,0.5
Kia,Bike,96,369,68,25873,3,31873,2018,2025,83993,21313,297,249,0.5
TVS,Car,72,347,178,28846,0,18130,2017,2025,1221707,245223,381,289,0.5
Ola,Car,67,485,100,47284,5,5901,2018,2025,1983505,672715,346,296,0.5
MG,Car,97,426,109,34723,7,17491,2021,2025,2096375,1025148,371,368,0.7
BYD,Bike,62,294,69,21984,0,26950,2022,2025,137252,82076,318,242,0.4
Tata,Bike,79,480,133,39564,5,5418,2018,2025,133262,39729,312,224,0.7
Ola,Car,63,354,156,144576,1,25837,2023,2025,2109804,1502457,160,127,0.5
TVS,Bike,61,178,141,83876,3,23824,2020,2025,164090,74636,318,227,0.4
Ola,Car,95,462,113,102590,3,27390,2021,2025,1326577,827337,222,166,0.7
Tata,Bike,82,197,69,68544,1,37792,2019,2025,158393,58968,382,272,0.3
Kia,Car,78,249,66,111990,5,32429,2022,2025,2120230,1413837,425,383,0.4
Kia,Car,99,373,163,67596,3,13491,2019,2025,3237298,1323953,265,216,0.7
Mahindra,Bike,67,401,91,123663,3,10532,2023,2025,159827,112373,317,270,0.6
Kia,Bike,75,437,166,105498,1,29901,2021,2025,178011,104123,348,312,0.7
Mahindra,Bike,77,222,113,58147,7,24717,2023,2025,187154,142288,333,248,0.5
Ola,Bike,95,197,129,115129,2,18650,2017,2025,83346,23202,125,115,0.5
Hyundai,Bike,83,263,142,122589,4,20544,2024,2025,151789,109952,245,202,0.7
BYD,Car,60,145,122,42195,5,36243,2019,2025,3377133,1509763,162,144,0.1
BYD,Car,60,458,164,26952,6,33253,2018,2025,2069559,575338,395,385,0.4
Ola,Car,95,338,166,120463,5,30418,2019,2025,2628412,866578,392,283,0.6
MG,Bike,70,329,93,21825,0,33081,2019,2025,141304,47459,400,382,0.4
MG,Bike,77,392,102,40816,3,28269,2018,2025,149004,46066,127,110,0.5
Kia,Car,75,343,64,5410,6,17989,2023,2025,3029300,2224642,168,138,0.5
BYD,Car,76,117,78,64604,7,21472,2019,2025,1200153,478280,242,221,0.3
BYD,Car,83,270,172,13300,6,38530,2018,2025,2447699,946703,431,317,0.4
Mahindra,Car,93,459,173,143741,4,14994,2019,2025,3306089,1220869,222,198,0.7
Hyundai,Bike,63,256,113,132661,1,18367,2024,2025,96462,75128,369,288,0.5
Tata,Car,94,303,73,141940,3,38589,2020,2025,2093845,1017029,296,222,0.4
MG,Bike,74,245,69,144150,6,12959,2023,2025,193821,124767,257,188,0.5
BYD,Car,61,242,108,125514,6,27785,2018,2025,3438155,1251535,129,126,0.2
Mahindra,Bike,90,286,70,81187,6,9456,2022,2025,151968,94634,242,210,0.6
TVS,Bike,68,221,90,137798,4,20905,2024,2025,182868,143772,207,189,0.5
Mahindra,Bike,69,449,125,24549,5,8327,2022,2025,165964,115152,156,146,0.7
MG,Bike,84,199,69,136555,5,16095,2022,2025,83773,53522,423,325,0.5
MG,Car,64,383,80,126602,0,18530,2022,2025,1899796,1335144,300,221,0.5
Mahindra,Car,73,114,60,55491,7,7872,2019,2025,1757111,713866,171,163,0.3
Tata,Car,97,483,105,27585,5,10500,2017,2025,1832258,563045,124,98,0.7
Ola,Bike,99,142,154,136678,4,38786,2020,2025,185618,97923,180,132,0.5
MG,Car,61,388,134,148094,6,19685,2022,2025,2687950,1722617,372,321,0.5
Mahindra,Car,77,485,166,133432,2,11718,2023,2025,1104908,749151,394,339,0.8
BYD,Car,88,286,133,111930,3,36113,2022,2025,3064742,1943249,449,413,0.5
Mahindra,Bike,79,107,79,58370,6,27630,2020,2025,111271,52339,379,300,0.3
Hyundai,Bike,67,211,80,24445,0,5671,2017,2025,119360,30200,437,434,0.3
Ola,Bike,96,132,96,42489,0,16351,2022,2025,138691,85898,284,223,0.6
TVS,Car,85,189,160,22335,6,4348,2024,2025,3226377,2409865,261,239,0.6
Tata,Car,96,248,73,138878,0,24380,2024,2025,1844045,1353214,202,187,0.6
Kia,Car,63,311,117,46835,6,8730,2020,2025,3003178,1204069,309,285,0.4
TVS,Bike,92,215,116,52121,2,14068,2018,2025,161968,44895,173,139,0.5
Ola,Car,81,272,116,108084,7,7491,2020,2025,1790888,954327,383,346,0.5
Ola,Bike,65,119,128,70251,4,25962,2021,2025,154048,93665,258,186,0.3
Ola,Bike,92,478,129,52347,0,28633,2019,2025,83000,32807,334,320,0.7
TVS,Bike,87,231,83,33680,2,28893,2020,2025,189695,85116,102,97,0.4
BYD,Bike,83,391,139,16609,3,9359,2019,2025,184640,83230,447,313,0.7
Ola,Car,63,453,119,41985,3,14819,2023,2025,1682862,1228959,203,181,0.6
Mahindra,Car,61,336,82,78068,6,38022,2024,2025,1901495,1488049,191,146,0.4
TVS,Bike,72,176,106,78029,1,17953,2022,2025,165002,112193,420,394,0.5
Kia,Car,70,322,97,36571,7,26831,2019,2025,2799603,1022239,183,146,0.3
Ola,Bike,94,225,175,40655,2,12183,2018,2025,142102,48200,151,127,0.6
Mahindra,Car,98,138,139,14324,0,22519,2018,2025,2512199,877498,160,143,0.4
BYD,Car,69,426,174,24267,5,11037,2020,2025,2069969,1115813,141,104,0.6
Hyundai,Bike,69,308,111,120833,2,30051,2021,2025,158762,83766,412,325,0.5
BYD,Bike,67,205,72,115042,2,22725,2021,2025,109501,65422,280,274,0.4
Kia,Bike,64,239,174,47719,6,10326,2018,2025,132899,49462,358,295,0.5
Ola,Bike,82,348,168,96864,4,6045,2022,2025,144687,96141,188,171,0.8
Kia,Car,93,154,67,147428,1,12269,2018,2025,1908971,535598,131,110,0.4
TVS,Bike,91,217,161,114976,2,39996,2017,2025,171249,45820,298,262,0.4
MG,Car,75,449,91,120679,7,5801,2022,2025,3042686,2146559,222,210,0.6
Ola,Bike,63,275,145,102764,0,35029,2019,2025,152244,57659,251,198,0.4
MG,Car,87,453,76,74022,5,13426,2019,2025,2910926,1114704,406,344,0.6
Mahindra,Bike,73,312,64,128521,7,39478,2019,2025,115755,39325,393,328,0.3
Hyundai,Car,71,364,131,42542,6,10924,2022,2025,1007512,690333,171,159,0.6
Tata,Car,80,239,109,100474,1,38640,2024,2025,2181056,1587210,418,345,0.4
Kia,Car,75,424,153,53864,7,10411,2022,2025,2306138,1620025,198,190,0.7
BYD,Bike,61,438,142,74419,3,35320,2023,2025,121054,85315,424,356,0.6
Hyundai,Bike,82,383,71,41954,2,3937,2017,2025,193485,38696,129,102,0.6
Ola,Bike,88,372,148,133345,5,20030,2019,2025,177225,63006,357,277,0.7
MG,Bike,68,121,103,62128,4,17612,2021,2025,114988,61103,366,323,0.4
BYD,Car,66,468,136,106497,6,9056,2022,2025,1844017,1042946,386,286,0.7
MG,Car,88,286,127,81134,0,23960,2019,2025,2556331,1037018,211,153,0.5
TVS,Car,76,306,118,43752,5,14933,2022,2025,3076308,1880550,401,361,0.5
MG,Bike,68,246,69,25261,7,34546,2022,2025,195616,135309,122,119,0.3
TVS,Car,65,253,107,91538,2,17494,2018,2025,2572525,866087,137,112,0.3
Mahindra,Car,79,207,87,149461,6,37526,2022,2025,2509470,1737445,418,320,0.3
BYD,Bike,69,415,64,120498,4,21491,2024,2025,146497,114971,225,192,0.6
BYD,Bike,68,399,151,122592,7,36949,2017,2025,132238,26447,393,290,0.4
Tata,Car,71,398,103,91020,6,8016,2020,2025,3034651,1506112,365,322,0.5
Ola,Bike,92,250,90,141857,3,28502,2018,2025,82567,23581,185,152,0.5
TVS,Bike,91,274,75,9398,2,21377,2024,2025,152549,126962,219,205,0.6
Tata,Bike,93,154,82,72511,4,35051,2017,2025,176337,39949,308,224,0.3
